"Código Pagamento";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Pago (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"153046152252024OB000035";"153046152252023NE000021";"31901146";"FERIAS - PAGAMENTO ANTECIPADO";"0,00";"0,00";"0,00";"16070,14"
"153046152252024OB000035";"153046152252023NE000021";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"31694,69"
"153046152252024OB000035";"153046152252023NE000016";"31900412";"FERIAS VENCIDAS/PROPORCIONAIS - CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"35494,32"
"153046152252024OB000035";"153046152252023NE000016";"31900401";"SALARIO CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"771734,25"
"153046152252024OB000035";"153046152252023NE000021";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"700000,00"
"153046152252024OB000035";"153046152252023NE000021";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"4174,80"
"153046152252024OB000035";"153046152252023NE002488";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"1537328,60"
"153046152252024OB000036";"153046152252023NE001102";"33903607";"ESTAGIARIOS";"0,00";"0,00";"0,00";"76966,89"
"153046152252024OB000036";"153046152252023NE000025";"33905901";"PENS.INDENIZ.ORIUND.DEB.PERIOD.VINC.SENT.JUD";"0,00";"0,00";"0,00";"8613,17"
"153046152252024OB000036";"153046152252023NE000021";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"1938452,55"
"153046152252024OB000036";"153046152252023NE000020";"33900423";"AUXILIO-TRANSPORTE";"0,00";"0,00";"0,00";"251,95"
"153046152252024OB000036";"153046152252023NE000015";"33900805";"AUXILIO NATALIDADE ATIVO CIVIL";"0,00";"0,00";"0,00";"3592,90"
"153046152252024OB000036";"153046152252023NE000024";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"674215,54"
"153046152252024OB000036";"153046152252023NE001514";"33904903";"AUXILIO-TRANSPORTE ESTAGIARIOS";"0,00";"0,00";"0,00";"22338,35"
"153046152252024OB000036";"153046152252023NE000012";"33900421";"AUXILIO-ALIMENTACAO";"0,00";"0,00";"0,00";"83974,53"
"153046152252024OB000036";"153046152252023NE000022";"33904901";"AUXILIO-TRANSPORTE CIVIS";"0,00";"0,00";"0,00";"22838,84"
"153046152252024OB000036";"153046152252023NE000018";"33900422";"AUXILIO-CRECHE";"0,00";"0,00";"0,00";"4269,30"
"153046152252024OB000036";"153046152252023NE000019";"33900809";"AUXILIO-CRECHE CIVIL";"0,00";"0,00";"0,00";"143021,55"
"153046152252024OB000036";"153046152252023NE000013";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"2021464,43"
"153046152252024OB000037";"153046152252023NE000021";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"4330283,21"
"153046152252024OB000038";"153046152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"3124137,03"
"153046152252024OB000039";"153046152252023NE000021";"31901143";"13º SALARIO";"0,00";"0,00";"0,00";"772012,26"
"153046152252024OB000039";"153046152252023NE000021";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"4366,86"
"153046152252024OB000039";"153046152252023NE000016";"31900414";"FERIAS - ABONO CONSTITUCIONAL - CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"18683,79"
"153046152252024OB000039";"153046152252023NE000016";"31900403";"ADICIONAL NOTURNO DE CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"446,88"
"153046152252024OB000039";"153046152252023NE000021";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"93783,78"
"153046152252024OB000039";"153046152252023NE000021";"31901146";"FERIAS - PAGAMENTO ANTECIPADO";"0,00";"0,00";"0,00";"488318,45"
"153046152252024OB000039";"153046152252023NE000016";"31900416";"FERIAS PAGAMENTO ANTECIPADO - CONTRATOS TEMPORARIOS";"0,00";"0,00";"0,00";"5364,92"
"153046152252024OB000039";"153046152252023NE001736";"31900301";"PENSOES CIVIS";"0,00";"0,00";"0,00";"3613544,87"
"153046152252024OB000039";"153046152252023NE000016";"31900413";"13¤ SALARIO - CONTRATO TEMPORARIO";"0,00";"0,00";"0,00";"3478,19"
"153046152252024OB000040";"153046152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"5000000,00"
"153046152252024OB000041";"153046152252023NE000021";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"5000000,00"
"153046152252024OB000042";"153046152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"5000000,00"
"153046152252024OB000043";"153046152252023NE000003";"31900116";"APOSENT ORIGINARIA DE SUBSIDIOS - PESSOAL CIV";"0,00";"0,00";"0,00";"178566,18"
"153046152252024OB000043";"153046152252023NE000005";"31900386";"COMPLEMENTACAO DE PENSOES - PESSOAL CIVIL";"0,00";"0,00";"0,00";"58466,06"
"153046152252024OB000043";"153046152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"257854,49"
"153046152252024OB000043";"153046152252023NE000003";"31900134";"VANTAGENS PERMANENTES SENT.TRANSIT.JULG.CIVIL";"0,00";"0,00";"0,00";"193818,43"
"153046152252024OB000043";"153046152252023NE000003";"31900109";"ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL";"0,00";"0,00";"0,00";"1344674,55"
"153046152252024OB000043";"153046152252023NE000011";"31909115";"SENT.JUD.NAO TRANS JULG CARAT CONT INAT CIVIL";"0,00";"0,00";"0,00";"38200,42"
"153046152252024OB000043";"153046152252023NE000011";"31909116";"SENT.JUD.NAO TRANS.JULG CARAT CONT PENS CIVIL";"0,00";"0,00";"0,00";"24862,21"
"153046152252024OB000044";"153046152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"711408,11"
"153046152252024OB000045";"153046152252023NE000003";"31900109";"ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL";"0,00";"0,00";"0,00";"126106,45"
"153046152252024OB000046";"153046152252023NE000003";"31900109";"ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL";"0,00";"0,00";"0,00";"398058,28"
"153046152252024OB000047";"153046152252023NE000005";"31900301";"PENSOES CIVIS";"0,00";"0,00";"0,00";"16792,25"
"153046152252024OB000047";"153046152252023NE000003";"31900106";"13 SALARIO - PESSOAL CIVIL";"0,00";"0,00";"0,00";"6059,00"
"153046152252024OB000047";"153046152252023NE000003";"31900109";"ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL";"0,00";"0,00";"0,00";"361266,71"
"153046152252024OB000047";"153046152252023NE002489";"33905901";"PENS.INDENIZ.ORIUND.DEB.PERIOD.VINC.SENT.JUD";"0,00";"0,00";"0,00";"1384,26"
"153046152252024OB000047";"153046152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"39385,74"
"153046152252024OB000047";"153046152252023NE000495";"33909307";"INDENIZACAO DE MORADIA - PESSOAL CIVIL";"0,00";"0,00";"0,00";"2815,88"
"153046152252024OB000047";"153046152252023NE000005";"31900310";"VANTAGENS PERM.SENT.JUD.TRANS.JULGADO - CIVIL";"0,00";"0,00";"0,00";"33280,63"
"153046152252024OB000047";"153046152252023NE001033";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1799,85"
"153046152252024OB000047";"153046152252023NE000328";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"716,65"
"153046152252024OB000047";"153046152252023NE000964";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1804,35"
"153046152252024OB000047";"153046152252023NE001335";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"132918,02"
"153046152252024OB000047";"153046152252023NE001028";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1804,35"
"153046152252024OB000047";"153046152252023NE000867";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"3363,24"
"153046152252024OB000047";"153046152252023NE001403";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"3608,77"
"153046152252024OB000047";"153046152252023NE001275";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"3600,00"
"153046152252024OB000047";"153046152252023NE001101";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"7215,75"
"153046152252024OB000047";"153046152252022NE001520";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1257,78"
"153046152252024OB000047";"153046152252023NE000962";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1804,35"
"153046152252024OB000047";"153046152252023NE000870";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1629,92"
"153046152252024OB000047";"153046152252023NE001274";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1977,95"
"153046152252024OB000047";"153046152252023NE001032";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1799,85"
"153046152252024OB000047";"153046152252023NE000966";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1804,35"
"153046152252024OB000047";"153046152252022NE001519";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"2791,89"
"153047152252024OB000001";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"3163,80"
"153047152252024OB000002";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"9907,39"
"153047152252024OB000003";"153047152252023NE000022";"31900706";"CONTRIBUICAO PATRONAL - FUNPRESP LEI 12618/12";"0,00";"0,00";"0,00";"3118,81"
"153047152252024OB000004";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"3208,38"
"153047152252024OB000005";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"10117,75"
"153047152252024OB000006";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"64558,11"
"153047152252024OB000007";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"8987,61"
"153047152252024OB000008";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"492793,64"
"153047152252024OB000009";"153047152252023NE000041";"31900107";"FERIAS VENCIDAS E PROPOR A APOSENTADOS CIVIS";"0,00";"0,00";"0,00";"26650,26"
"153047152252024OB000009";"153047152252023NE000012";"33900809";"AUXILIO-CRECHE CIVIL";"0,00";"0,00";"0,00";"8859,60"
"153047152252024OB000009";"153047152252023NE000040";"31900106";"13 SALARIO - PESSOAL CIVIL";"0,00";"0,00";"0,00";"39790,64"
"153047152252024OB000009";"153047152252023NE000007";"31909211";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"298,51"
"153047152252024OB000009";"153047152252023NE000004";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"1064823,12"
"153047152252024OB000009";"153047152252023NE000004";"31901143";"13º SALARIO";"0,00";"0,00";"0,00";"267254,53"
"153047152252024OB000009";"153047152252023NE000004";"31901104";"ADICIONAL NOTURNO";"0,00";"0,00";"0,00";"102379,43"
"153047152252024OB000009";"153047152252023NE000004";"31901141";"GRATIFICACAO POR ATIVIDADES EXPOSTAS";"0,00";"0,00";"0,00";"9249,69"
"153047152252024OB000009";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"10329,16"
"153047152252024OB000009";"153047152252023NE000043";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"2031907,22"
"153047152252024OB000009";"153047152252023NE000004";"31901133";"GRAT POR EXERCICIO DE FUNCOES COMISSIONADAS";"0,00";"0,00";"0,00";"2679,17"
"153047152252024OB000009";"153047152252023NE000010";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"46973,89"
"153047152252024OB000009";"153047152252023NE000004";"31901137";"GRATIFICACAO DE TEMPO DE SERVICO";"0,00";"0,00";"0,00";"67017,20"
"153047152252024OB000009";"153047152252023NE000004";"31901110";"ADICIONAL DE INSALUBRIDADE";"0,00";"0,00";"0,00";"264986,63"
"153047152252024OB000009";"153047152252023NE000006";"31909114";"SENT.JUD.NAO TRANS JULG CARAT CONT AT CIVIL";"0,00";"0,00";"0,00";"2153,12"
"153047152252024OB000009";"153047152252023NE000004";"31901146";"FERIAS - PAGAMENTO ANTECIPADO";"0,00";"0,00";"0,00";"50928,25"
"153047152252024OB000009";"153047152252023NE000004";"31901109";"ADICIONAL DE PERICULOSIDADE";"0,00";"0,00";"0,00";"1344,19"
"153047152252024OB000009";"153047152252023NE000004";"31901107";"ABONO DE PERMANENCIA";"0,00";"0,00";"0,00";"78738,83"
"153047152252024OB000009";"153047152252023NE000009";"33900805";"AUXILIO NATALIDADE ATIVO CIVIL";"0,00";"0,00";"0,00";"718,58"
"153047152252024OB000009";"153047152252023NE000004";"31901105";"INCORPORACOES";"0,00";"0,00";"0,00";"2767,78"
"153047152252024OB000009";"153047152252023NE000004";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"499560,94"
"153047152252024OB000009";"153047152252023NE000004";"31901106";"VANTAGENS PERM.SENT.JUD.TRANS.JULGADO - CIVIL";"0,00";"0,00";"0,00";"24101,82"
"153047152252024OB000010";"153047152252023NE000013";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"72970,83"
"153047152252024OB000010";"153047152252023NE000003";"31900187";"COMPLEMENTACAO DE APOSENTADORIAS - PES CIVIL";"0,00";"0,00";"0,00";"14853,80"
"153047152252024OB000010";"153047152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"936008,86"
"153047152252024OB000010";"153047152252023NE000010";"33904601";"AUXILIO-ALIMENTACAO CIVIS";"0,00";"0,00";"0,00";"246055,50"
"153047152252024OB000010";"153047152252023NE000003";"31900109";"ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL";"0,00";"0,00";"0,00";"375015,16"
"153047152252024OB000010";"153047152252023NE000011";"33904901";"AUXILIO-TRANSPORTE CIVIS";"0,00";"0,00";"0,00";"2702,92"
"153047152252024OB000010";"153047152252023NE000023";"31900301";"PENSOES CIVIS";"0,00";"0,00";"0,00";"76675,96"
"153047152252024OB000010";"153047152252023NE000003";"31900134";"VANTAGENS PERMANENTES SENT.TRANSIT.JULG.CIVIL";"0,00";"0,00";"0,00";"1981,50"
"153047152252024OB000011";"153047152252023NE000037";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"1190,06"
"153047152252024OB000011";"153047152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"227171,64"
"153047152252024OB000011";"153047152252023NE000039";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"24861,83"
"153047152252024OB000011";"153047152252023NE000036";"33903628";"GRATIFICACAO POR ENCARGO DE CURSO E CONCURSO - GECC";"0,00";"0,00";"0,00";"4884,97"
"153047152252024OB000012";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"20812,06"
"153047152252024OB000013";"153047152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"200937,22"
"153047152252024OB000014";"153047152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"101148,20"
"153047152252024OB000015";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"95314,86"
"153047152252024OB000016";"153047152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"15813,26"
"153047152252024OB000017";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"295955,36"
"153047152252024OB000018";"153047152252023NE000023";"31900301";"PENSOES CIVIS";"0,00";"0,00";"0,00";"81458,29"
"153047152252024OB000018";"153047152252023NE000003";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"50526,15"
"153047152252024OB000019";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"2711,38"
"153047152252024OB000020";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"1719,09"
"153047152252024OB000021";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"945,33"
"153047152252024OB000022";"153047152252023NE000004";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"4440,83"
"153047152252024OB000023";"153047152252023NE000018";"33904807";"RESIDENCIA MULTPROFISSIONAL EM SAUDE";"0,00";"0,00";"0,00";"147819,24"
"153047152252024OB000023";"153047152252023NE000017";"33904806";"RESIDENCIA MEDICA";"0,00";"0,00";"0,00";"637881,06"
"153052152262024OB000002";"153052152262023NE000238";"31900706";"CONTRIBUICAO PATRONAL - FUNPRESP LEI 12618/12";"0,00";"0,00";"0,00";"286933,25"
"153052152262024OB000003";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"614790,65"
"153052152262024OB000004";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"1582896,39"
"153052152262024OB000005";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"449863,16"
"153052152262024OB000006";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"26209,01"
"153052152262024OB000007";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"2742,50"
"153052152262024OB000008";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"384813,31"
"153052152262024OB000009";"153052152262023NE000237";"33909308";"RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA";"0,00";"0,00";"0,00";"47497,51"
"153052152262024OB000010";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"328711,37"
"153052152262024OB000011";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"1012,73"
"153052152262024OB000012";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"180,81"
"153052152262024OB000013";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"909,98"
"153052152262024OB000014";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"573,36"
"153052152262024OB000015";"153052152262023NE001301";"31900106";"13 SALARIO - PESSOAL CIVIL";"0,00";"0,00";"0,00";"95864,76"
"153052152262024OB000015";"153052152262023NE003182";"31900109";"ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL";"0,00";"0,00";"0,00";"32901,13"
"153052152262024OB000015";"153052152262023NE000193";"31901106";"VANTAGENS PERM.SENT.JUD.TRANS.JULGADO - CIVIL";"0,00";"0,00";"0,00";"16189,23"
"153052152262024OB000015";"153052152262023NE000197";"31901131";"GRATIFICACAO POR EXERCICIO DE CARGO EFETIVO";"0,00";"0,00";"0,00";"18747996,56"
"153052152262024OB000015";"153052152262023NE000191";"31901104";"ADICIONAL NOTURNO";"0,00";"0,00";"0,00";"7997,70"
"153052152262024OB000015";"153052152262023NE000200";"31901137";"GRATIFICACAO DE TEMPO DE SERVICO";"0,00";"0,00";"0,00";"355050,80"
"153052152262024OB000015";"153052152262023NE000190";"31901101";"VENCIMENTOS E SALARIOS";"0,00";"0,00";"0,00";"777364,86"
"153052152262024OB000015";"153052152262023NE003180";"31900101";"PROVENTOS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"14497347,56"
"153052152262024OB000015";"153052152262023NE000204";"31901145";"FERIAS - 1/3 CONSTITUCIONAL";"0,00";"0,00";"0,00";"3864610,59"
"153052152262024OB000015";"153052152262023NE003186";"31900386";"COMPLEMENTACAO DE PENSOES - PESSOAL CIVIL";"0,00";"0,00";"0,00";"2672,09"
"153052152262024OB000015";"153052152262023NE003181";"31900107";"FERIAS VENCIDAS E PROPOR A APOSENTADOS CIVIS";"0,00";"0,00";"0,00";"9272,61"
"153052152262024OB000015";"153052152262023NE003207";"31909211";"VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL";"0,00";"0,00";"0,00";"8158,91"
"153052152262024OB000015";"153052152262023NE000198";"31901133";"GRAT POR EXERCICIO DE FUNCOES COMISSIONADAS";"0,00";"0,00";"0,00";"271642,49"
"153052152262024OB000015";"153052152262023NE003183";"31900116";"APOSENT ORIGINARIA DE SUBSIDIOS - PESSOAL CIV";"0,00";"0,00";"0,00";"29761,03"
"153052152262024OB000015";"153052152262023NE000201";"31901141";"GRATIFICACAO POR ATIVIDADES EXPOSTAS";"0,00";"0,00";"0,00";"2610,68"
"153052152262024OB000015";"153052152262023NE000202";"31901142";"FERIAS VENCIDAS E PROPORCIONAIS";"0,00";"0,00";"0,00";"50889,42"
"153052152262024OB000015";"153052152262023NE003185";"31900187";"COMPLEMENTACAO DE APOSENTADORIAS - PES CIVIL";"0,00";"0,00";"0,00";"70,16"
"153052152262024OB000015";"153052152262023NE000196";"31901110";"ADICIONAL DE INSALUBRIDADE";"0,00";"0,00";"0,00";"334079,08"
"153052152262024OB000015";"153052152262023NE001303";"31900303";"13 SALARIO - PENSOES CIVIS";"0,00";"0,00";"0,00";"24395,45"
"153052152262024OB000015";"153052152262023NE000192";"31901105";"INCORPORACOES";"0,00";"0,00";"0,00";"9643,83"
"153052152262024OB000015";"153052152262023NE000199";"31901136";"GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO";"0,00";"0,00";"0,00";"502953,87"
"153052152262024OB000015";"153052152262023NE000205";"31901146";"FERIAS - PAGAMENTO ANTECIPADO";"0,00";"0,00";"0,00";"170521,11"
"153052152262024OB000015";"153052152262023NE000194";"31901107";"ABONO DE PERMANENCIA";"0,00";"0,00";"0,00";"725572,19"
