"Código Liquidação";"Código Empenho";"Código Natureza Despesa Completa";"Subitem";"Valor Liquidado (R$)";"Valor Restos a Pagar Inscritos (R$)";"Valor Restos a Pagar Cancelado (R$)";"Valor Restos a Pagar Pagos (R$)"
"155011264432024NS000208";"155011264432023NE003277";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155011264432024NS000210";"155011264432023NE003283";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155011264432024NS000221";"155011264432023NE003326";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155011264432024NS000235";"155011264432023NE003310";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155011264432024NS000237";"155011264432023NE003310";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155011264432024NS000238";"155011264432023NE003310";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155011264432024NS000239";"155011264432023NE003310";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155012264432024NS006030";"155012264432023NE003036";"44905208";"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000067";"155015264432023NE001201";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000118";"155015264432023NE001291";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000119";"155015264432023NE001214";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000120";"155015264432023NE001110";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000120";"155015264432023NE001110";"33903011";"MATERIAL QUIMICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000122";"155015264432023NE001248";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000125";"155015264432023NE001116";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000126";"155015264432023NE001345";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000127";"155015264432023NE001329";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000128";"155015264432023NE001389";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000129";"155015264432023NE001408";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000130";"155015264432023NE001309";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000134";"155015264432023NE001318";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000135";"155015264432023NE001296";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000136";"155015264432023NE001294";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000137";"155015264432023NE001333";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000139";"155015264432023NE001342";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000140";"155015264432023NE001317";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000141";"155015264432023NE001382";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000142";"155015264432023NE001298";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155015264432024NS000261";"155015264432023NE001389";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155019264432024NS000033";"155019264432023NE000666";"33903701";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"0,00";"0,00";"0,00";"0,00"
"155019264432024NS000210";"155019264432024NE000006";"33903950";"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS";"32549,01";"0,00";"0,00";"0,00"
"155019264432024NS000210";"155019264432023NE001975";"33903950";"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000001";"155020264432023NE005766";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000006";"155020264432023NE004749";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000015";"155020264432023NE004998";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000019";"155020264432023NE005463";"33903615";"LOCACAO DE IMOVEIS";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000028";"155020264432023NE005551";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000034";"155020264432023NE005559";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000037";"155020264432023NE005578";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000042";"155020264432023NE005573";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000043";"155020264432023NE005584";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000045";"155020264432023NE005576";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000049";"155020264432023NE005623";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000052";"155020264432023NE005652";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000053";"155020264432023NE005583";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000054";"155020264432023NE005814";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000057";"155020264432023NE006020";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000062";"155020264432023NE006039";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000063";"155020264432023NE005781";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000065";"155020264432023NE005743";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000071";"155020264432023NE004715";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000072";"155020264432023NE005637";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000073";"155020264432023NE005555";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000074";"155020264432023NE005528";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000075";"155020264432023NE005775";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000076";"155020264432023NE004771";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000077";"155020264432023NE005718";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000078";"155020264432023NE005571";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000079";"155020264432023NE005749";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000080";"155020264432023NE005563";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000081";"155020264432023NE005465";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000083";"155020264432023NE005626";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000084";"155020264432023NE005633";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000085";"155020264432023NE005714";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000086";"155020264432023NE005027";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000087";"155020264432023NE005586";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000089";"155020264432023NE005121";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000090";"155020264432023NE005122";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000096";"155020264432023NE005627";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000097";"155020264432023NE005785";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000098";"155020264432023NE005840";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000100";"155020264432023NE004766";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000107";"155020264432023NE005636";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000108";"155020264432023NE005901";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000110";"155020264432023NE005739";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000114";"155020264432023NE005741";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000117";"155020264432023NE005207";"33903019";"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000119";"155020264432023NE005828";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000122";"155020264432023NE005644";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000125";"155020264432023NE005456";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000128";"155020264432023NE005603";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000129";"155020264432023NE005021";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000138";"155020264432023NE005638";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000141";"155020264432023NE005768";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000144";"155020264432023NE005679";"33903011";"MATERIAL QUIMICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000146";"155020264432023NE005658";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000159";"155020264432023NE005952";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000164";"155020264432023NE004932";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000165";"155020264432023NE005586";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000166";"155020264432023NE005586";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000167";"155020264432023NE005585";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000168";"155020264432023NE005428";"33903011";"MATERIAL QUIMICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000169";"155020264432023NE005681";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000173";"155020264432023NE005915";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000193";"155020264432023NE005658";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000201";"155020264432023NE005437";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000218";"155020264432023NE005126";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000221";"155020264432023NE006154";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000222";"155020264432023NE005377";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000223";"155020264432023NE005693";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000227";"155020264432023NE005287";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000235";"155020264432023NE005246";"33903021";"MATERIAL DE COPA E COZINHA";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000236";"155020264432023NE005400";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000238";"155020264432023NE005360";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000239";"155020264432023NE005395";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000240";"155020264432023NE005427";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000241";"155020264432023NE004376";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000251";"155020264432023NE005429";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000253";"155020264432023NE005752";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000256";"155020264432023NE005844";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000268";"155020264432023NE005459";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000278";"155020264432023NE005916";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000287";"155020264432023NE005663";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000290";"155020264432023NE005481";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000291";"155020264432023NE005868";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000292";"155020264432023NE005666";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000293";"155020264432023NE005435";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000294";"155020264432023NE005842";"33903019";"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000295";"155020264432023NE006135";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000296";"155020264432023NE006125";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000297";"155020264432023NE004947";"33903011";"MATERIAL QUIMICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000299";"155020264432023NE005801";"33903019";"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000300";"155020264432023NE005687";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000301";"155020264432023NE005342";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000302";"155020264432023NE005755";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000304";"155020264432023NE005348";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000305";"155020264432023NE004656";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000306";"155020264432023NE005504";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000308";"155020264432023NE005929";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000327";"155020264432023NE005562";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000334";"155020264432023NE005669";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000352";"155020264432023NE005964";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000360";"155020264432023NE006075";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000379";"155020264432023NE006108";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000382";"155020264432023NE006088";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000386";"155020264432023NE006078";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000388";"155020264432023NE005893";"33903016";"MATERIAL DE EXPEDIENTE";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000390";"155020264432023NE005665";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000395";"155020264432023NE006112";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000405";"155020264432023NE005663";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000408";"155020264432023NE005663";"33903043";"MATERIAL P/ REABILITACAO PROFISSIONAL";"0,00";"0,00";"0,00";"0,00"
"155020264432024NS000837";"155020264432023NE005921";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155061264072024NS000002";"155061264072023NE000010";"33903001";"COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS";"0,00";"0,00";"0,00";"0,00"
"155126264432024NS000012";"155126264432023NE001274";"33913009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155126264432024NS000015";"155126264432023NE001274";"33913009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155591264112024NS000003";"155591264112023NE000078";"33903958";"SERVICOS DE TELECOMUNICACOES";"0,00";"0,00";"0,00";"0,00"
"155905264432024NS000184";"155905264432023NE000683";"44905242";"MOBILIARIO EM GERAL";"0,00";"0,00";"0,00";"0,00"
"155908264432024NS000004";"155908264432023NE002171";"44905242";"MOBILIARIO EM GERAL";"0,00";"0,00";"0,00";"0,00"
"155909264432024NS000264";"155909264432023NE000526";"44905208";"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.";"0,00";"0,00";"0,00";"0,00"
"155910264432024NS000007";"155910264432023NE000044";"33903950";"SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS";"0,00";"0,00";"0,00";"0,00"
"155910264432024NS000087";"155910264432023NE001460";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000018";"155914264432023NE001592";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000030";"155914264432023NE001765";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000040";"155914264432023NE001643";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000045";"155914264432023NE001728";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000047";"155914264432023NE001892";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000048";"155914264432023NE001826";"33903016";"MATERIAL DE EXPEDIENTE";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000049";"155914264432023NE001845";"33903022";"MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000058";"155914264432023NE001773";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000060";"155914264432023NE001785";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000076";"155914264432023NE001691";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000081";"155914264432023NE001481";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000082";"155914264432023NE001792";"33903035";"MATERIAL LABORATORIAL";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000086";"155914264432023NE001736";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000087";"155914264432023NE001636";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000088";"155914264432023NE001735";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000089";"155914264432023NE001896";"33903009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000135";"155914264432024NE000008";"33903007";"GENEROS DE ALIMENTACAO";"924,02";"0,00";"0,00";"0,00"
"155914264432024NS000135";"155914264432023NE001551";"33903007";"GENEROS DE ALIMENTACAO";"0,00";"0,00";"0,00";"0,00"
"155914264432024NS000136";"155914264432024NE000009";"33903004";"GAS E OUTROS MATERIAIS ENGARRAFADOS";"2197,30";"0,00";"0,00";"0,00"
"155914264432024NS000141";"155914264432023NE001645";"33903036";"MATERIAL HOSPITALAR";"0,00";"0,00";"0,00";"0,00"
"155915264432024NS000099";"155915264432023NE003199";"33913009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155915264432024NS000100";"155915264432023NE003199";"33913009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
"155915264432024NS000101";"155915264432023NE003199";"33913009";"MATERIAL FARMACOLOGICO";"0,00";"0,00";"0,00";"0,00"
